TEMP
18,4
24,6
23,7
16
14,8
13,1
17,3
19
14,3
15
15,8
17
19,3
18,2
16,8
17
17,6
18,3
21,2
21,3
17,7
17,6
17,5
17,3
12,4
14,8
14,9
18,5
23,7
23
19,8
15,4
16,7
20,3
21,7
21,6
17,1
15,1
17,3
15,7
14,8
15
18
20,3
22,1
19,7
21,1
14,8
14
13,6
19,5
20,6
20,5
16
13,4
23,2
23,3
13,5
17,3
18,9
20,1
21,5
20,3
19,5
12,6
11,5
14,9
15,9
19
14,9
14,7
14,4
9,7
6,9
6,7
7,1
20,7
21,6
20,9
18,6
16,4
15,2
15,4
15,8
15,5
14,6
14,1
12,5
13,4
15,4
11,6
5,1
11,4
15,2
16,5
16,5
14,4
12,7
11,7
11
4,6
1,7
19,6
20,4
8,3
6,1
5,6
7,4
14,1
18,2
13,9
9,6
8,1
13,2
16,8
11,6
13,8
5,7
5
7,7
13,5
6,9
16,7
10,2
6
3,2
9,1
15,2
11,9
2,4
15,8
14,4
9
7,6
4,5
3,6
6,2
15,4
17,3
18,2
7,5
4,8
4,7
4
3
2,1
11,9
15,6
16,9
5,1
10,9
14,5
8,6
6,9
6,3
6,4
15,6
9,8
15,3
16,7
13,9
8,4
4
3,5
2,6
7,3
13,2
15,1
14,7
9
5,8
6
2,7
7,4
9,2
12,8
6,5
9,2
9,8
8,8
14,4
10,2
17,4
12,9
12,9
13,8
13,3
14,3
5,3
8,5
15,2
14,9
14
13,2
9
6,2
0,9
0
-0,9
8,9
11,4
11,8
12,1
11,3
10
15,6
7,8
10,2
11,1
13,7
14,3
4,5
10,8
11,2
11,9
12
1,4
7,1
8,6
9,7
9,9
7,8
7,2
0
1,5
3,7
-0,2
6,9
2,8
11,5
9,5
12,1
10,8
12,3
12,6
2,4
1,5
-0,6
-1,3
2,3
12,2
3,1
2,3
3,5
-1,9
-0,8
0,4
-0,1
3,9
3,2
-1,1
-2,1
-3,4
-3,9
-4,1
-4,3
-2,2
-3
2,8
0,9
-1,6
10,9
1,1
1,1
-2,7
0,7
6,4
8,4
-2,8
-3,2
-5,2
8,1
6,3
-4,2
-2,5
12
-2
-0,7
-3
-2,7
12,2
3,6
4,5
8,5
-2,4
-1,6
-2,9
10,6
2,3
0,4
-3,4
-2,1
2,3
2,5
1,9
5,6
11,3
-4
-1,6
0,6
6,5
-0,3
-2,3
1,7
5,8
-1,4
1,5
0,2
0,2
-6,4
-5
2
-2,4
2,5
-7,5
-5,5
-8,1
-8,9
-3,5
-4,8
-2,2
3,4
-1,5
-7,4
-4,6
-6
-5,6
-4,5
1,9
1,7
-8,6
6,3
5,8
-4,9
-3,9
-0,3
-1,2
-4,8
5,8
4,9
1,9
-3
-3,9
-1,5
1,6
1,5
-0,4
-4,9
-1,3
2,3
-0,1
-4,8
-1,9
6,2
7,1
9,4
7,5
2,4
